timestamp,market_price_usd_mwh,historical_power_mw,perfect_power_mw,historical_revenue_usd,perfect_revenue_usd,state_of_charge_pct,perfect_state_of_charge_pct
2025-03-05T04:15:00,24.79,19.85,-66.15,123.02,-409.96,28.6,25.3
2025-03-05T04:30:00,26.53,-28.26,-56.52,-187.43,-374.87,22.0,25.2
2025-03-05T04:45:00,25.85,-37.52,-75.03,-242.47,-484.88,20.8,23.7
2025-03-05T05:00:00,27.23,-49.06,-49.06,-333.98,-333.98,22.9,24.5
2025-03-05T05:15:00,37.81,1.68,-5.61,15.88,-53.03,29.2,26.2
2025-03-05T05:30:00,40.43,15.57,15.57,157.37,157.37,30.6,26.9
2025-03-05T05:45:00,30.91,21.07,-70.25,162.82,-542.86,27.5,22.2
2025-03-05T06:00:00,40.97,-8.48,-8.48,-86.86,-86.86,31.5,25.1
2025-03-05T06:15:00,46.22,3.41,-11.37,39.4,-131.38,20.7,24.7
2025-03-05T06:30:00,38.44,7.88,7.88,75.73,75.73,19.9,25.5
2025-03-05T06:45:00,48.57,13.76,13.76,167.08,167.08,25.6,25.7
2025-03-05T07:00:00,47.11,-17.14,-17.14,-201.87,-201.87,16.5,24.1
2025-03-05T07:15:00,48.2,16.21,16.21,195.33,195.33,30.8,25.8
2025-03-05T07:30:00,55.68,80.35,80.35,1118.47,1118.47,22.7,29.2
2025-03-05T07:45:00,54.81,0.82,-2.73,11.24,-37.41,29.2,25.2
2025-03-05T08:00:00,52.56,-15.19,-15.19,-199.6,-199.6,23.2,24.8
2025-03-05T08:15:00,62.52,65.74,65.74,1027.52,1027.52,38.5,29.1
2025-03-05T08:30:00,61.58,46.4,46.4,714.33,714.33,21.2,28.5
2025-03-05T08:45:00,63.85,44.38,44.38,708.42,708.42,29.6,28.8
2025-03-05T09:00:00,65.99,24.26,79.27,400.23,1307.76,36.6,31.0
2025-03-05T09:15:00,63.97,79.79,79.79,1276.04,1276.04,31.7,31.5
2025-03-05T09:30:00,72.06,86.05,86.05,1550.19,1550.19,38.3,32.4
2025-03-05T09:45:00,62.13,37.47,99.57,582.0,1546.57,33.1,33.7
2025-03-05T10:00:00,74.17,25.44,59.0,471.72,1094.01,35.6,32.4
2025-03-05T10:15:00,77.62,55.66,55.66,1080.08,1080.08,36.1,32.9
2025-03-05T10:30:00,73.94,80.39,80.39,1486.01,1486.01,37.8,35.0
2025-03-05T10:45:00,75.9,87.53,87.53,1660.88,1660.88,30.4,36.2
2025-03-05T11:00:00,75.6,34.01,86.47,642.79,1634.28,36.0,37.0
2025-03-05T11:15:00,75.69,20.49,71.2,387.72,1347.28,38.6,37.1
2025-03-05T11:30:00,75.33,82.06,82.06,1545.39,1545.39,36.9,38.6
2025-03-05T11:45:00,73.57,76.68,76.68,1410.34,1410.34,37.4,39.4
2025-03-05T12:00:00,75.93,76.48,76.48,1451.78,1451.78,44.3,40.4
2025-03-05T12:15:00,74.12,78.0,78.0,1445.34,1445.34,39.4,41.6
2025-03-05T12:30:00,74.12,99.07,99.07,1835.77,1835.77,41.9,43.7
2025-03-05T12:45:00,76.56,15.89,52.24,304.13,999.87,40.1,42.5
2025-03-05T13:00:00,74.62,20.22,91.63,377.2,1709.36,54.3,45.6
2025-03-05T13:15:00,76.15,26.0,52.43,494.98,998.14,52.6,44.8
2025-03-05T13:30:00,68.99,-29.96,99.86,-516.74,1722.34,49.9,48.4
2025-03-05T13:45:00,72.02,33.18,92.22,597.41,1660.42,43.0,49.2
2025-03-05T14:00:00,77.96,29.04,83.4,565.99,1625.47,54.4,50.0
2025-03-05T14:15:00,70.77,94.54,94.54,1672.65,1672.65,49.7,51.8
2025-03-05T14:30:00,70.79,40.35,74.87,714.09,1325.01,60.9,52.1
2025-03-05T14:45:00,75.77,50.2,50.2,950.91,950.91,55.3,52.1
2025-03-05T15:00:00,63.62,-19.22,64.06,-305.69,1018.87,52.2,54.0
2025-03-05T15:15:00,61.01,16.68,62.78,254.41,957.55,55.5,55.2
2025-03-05T15:30:00,52.83,-9.53,-9.53,-125.87,-125.87,51.5,52.9
2025-03-05T15:45:00,60.6,25.32,53.96,383.6,817.49,54.5,57.3
2025-03-05T16:00:00,57.66,36.15,64.02,521.1,922.85,56.6,59.0
2025-03-05T16:15:00,49.96,7.78,7.78,97.17,97.17,52.8,57.4
2025-03-05T16:30:00,51.56,18.4,18.4,237.18,237.18,57.4,59.1
2025-03-05T16:45:00,42.04,13.12,13.12,137.89,137.89,69.4,60.0
2025-03-05T17:00:00,49.63,-16.81,-16.81,-208.57,-208.57,67.8,59.7
2025-03-05T17:15:00,47.23,1.29,-4.29,15.23,-50.65,67.2,61.4
2025-03-05T17:30:00,41.23,-7.07,-7.07,-72.87,-72.87,70.2,62.4
2025-03-05T17:45:00,35.13,-8.33,-8.33,-73.16,-73.16,58.9,63.4
2025-03-05T18:00:00,43.94,-2.87,-2.87,-31.53,-31.53,63.9,64.7
2025-03-05T18:15:00,37.99,8.49,8.49,80.63,80.63,66.7,66.2
2025-03-05T18:30:00,30.4,22.38,-74.59,170.09,-566.88,65.0,63.0
2025-03-05T18:45:00,34.07,16.7,-55.66,142.24,-474.08,60.9,64.9
2025-03-05T19:00:00,30.11,17.54,-58.46,132.03,-440.06,71.6,65.6
2025-03-05T19:15:00,28.05,-60.09,-60.09,-421.38,-421.38,59.0,66.3
2025-03-05T19:30:00,26.81,-62.81,-62.81,-420.98,-420.98,66.3,67.0
2025-03-05T19:45:00,25.76,-24.39,-48.78,-157.07,-314.14,69.7,68.4
2025-03-05T20:00:00,28.61,-49.02,-49.02,-350.62,-350.62,70.1,69.0
2025-03-05T20:15:00,24.15,-78.04,-78.04,-471.17,-471.17,61.8,68.2
2025-03-05T20:30:00,17.19,-74.2,-74.2,-318.87,-318.87,65.1,68.9
2025-03-05T20:45:00,18.21,-40.9,-40.9,-186.2,-186.2,82.3,71.1
2025-03-05T21:00:00,16.12,-36.09,-72.19,-145.44,-290.93,66.3,70.0
2025-03-05T21:15:00,12.66,-40.39,-40.39,-127.83,-127.83,74.3,72.0
2025-03-05T21:30:00,9.69,-21.55,-43.11,-52.2,-104.43,70.7,72.1
2025-03-05T21:45:00,15.95,-68.94,-68.94,-274.9,-274.9,70.6,71.1
2025-03-05T22:00:00,6.34,-51.88,-51.88,-82.23,-82.23,74.5,72.2
2025-03-05T22:15:00,9.66,-21.23,-42.46,-51.27,-102.54,72.3,72.8
2025-03-05T22:30:00,6.79,-63.68,-63.68,-108.1,-108.1,72.8,71.8
2025-03-05T22:45:00,5.0,-79.72,-79.72,-99.65,-99.65,69.9,71.0
2025-03-05T23:00:00,8.41,-76.42,-76.42,-160.67,-160.67,71.6,71.1
2025-03-05T23:15:00,5.0,-42.17,-42.17,-52.71,-52.71,74.1,72.7
2025-03-05T23:30:00,10.3,-71.44,-71.44,-183.96,-183.96,55.7,71.1
2025-03-05T23:45:00,5.0,-56.34,-56.34,-70.43,-70.43,81.0,71.6
2025-03-06T00:00:00,5.12,-58.14,-58.14,-74.42,-74.42,73.4,71.2
2025-03-06T00:15:00,5.0,-29.27,-58.54,-36.59,-73.17,68.3,70.9
2025-03-06T00:30:00,8.43,-48.0,-48.0,-101.16,-101.16,72.6,71.0
2025-03-06T00:45:00,5.0,-75.99,-75.99,-94.99,-94.99,70.1,69.1
2025-03-06T01:00:00,6.27,-52.1,-52.1,-81.67,-81.67,66.1,69.8
2025-03-06T01:15:00,5.0,15.23,-50.78,19.04,-63.48,69.4,69.2
2025-03-06T01:30:00,12.55,-27.19,-54.38,-85.31,-170.62,69.7,68.4
2025-03-06T01:45:00,8.31,-78.07,-78.07,-162.19,-162.19,62.8,66.5
2025-03-06T02:00:00,14.01,-71.42,-71.42,-250.15,-250.15,62.5,66.1
2025-03-06T02:15:00,11.25,-26.02,-52.05,-73.18,-146.39,65.7,66.3
2025-03-06T02:30:00,5.09,-42.51,-42.51,-54.09,-54.09,62.7,65.9
2025-03-06T02:45:00,16.55,-67.59,-67.59,-279.65,-279.65,67.1,63.8
2025-03-06T03:00:00,17.42,-29.81,-59.62,-129.82,-259.65,67.5,63.3
2025-03-06T03:15:00,23.55,-26.29,-52.58,-154.78,-309.56,69.4,62.7
2025-03-06T03:30:00,20.23,-22.95,-45.9,-116.07,-232.14,54.1,62.0
2025-03-06T03:45:00,21.54,-32.05,-64.1,-172.59,-345.18,57.8,60.0
2025-03-06T04:00:00,20.03,-79.28,-79.28,-396.99,-396.99,52.0,58.2
2025-03-06T04:15:00,28.03,-41.35,-41.35,-289.76,-289.76,57.1,59.0
2025-03-06T04:30:00,20.51,-44.34,-44.34,-227.35,-227.35,66.0,57.7
2025-03-06T04:45:00,31.92,-42.21,-42.21,-336.84,-336.84,65.4,56.6
2025-03-06T05:00:00,27.69,-68.5,-68.5,-474.19,-474.19,56.6,54.2
2025-03-06T05:15:00,31.68,-68.72,-68.72,-544.26,-544.26,44.1,52.9
2025-03-06T05:30:00,38.59,19.05,19.05,183.78,183.78,56.8,56.1
2025-03-06T05:45:00,40.09,-14.16,-14.16,-141.92,-141.92,54.3,53.2
2025-03-06T06:00:00,40.79,13.85,13.85,141.24,141.24,57.6,53.4
2025-03-06T06:15:00,45.4,10.52,10.52,119.4,119.4,53.8,52.0
2025-03-06T06:30:00,46.0,-9.44,-9.44,-108.56,-108.56,49.3,49.7
2025-03-06T06:45:00,45.19,3.37,3.37,38.07,38.07,44.6,49.1
2025-03-06T07:00:00,56.7,63.12,63.12,894.73,894.73,44.3,50.9
2025-03-06T07:15:00,55.99,73.24,73.24,1025.18,1025.18,45.5,50.1
